id;WKT
0;"POLYGON ((-18.181886235688694 33.495606485967606,-15.395729240917976 33.796812647564444,-15.395729240917976 33.796812647564444,-15.395729240917976 33.796812647564444,-15.309670337604594 32.097149307125164,-18.117342058203658 32.064877218382641,-18.181886235688694 33.495606485967606))"
